makeId,id,label
48,797,360
48,45,440
48,179,460
48,112,480
48,795,740
48,794,760
48,793,780
48,46,850
48,88,940
48,180,960
48,551,C30
48,1378,C40
48,302,C70
48,229,Classic
48,1548,EC40
48,1500,EX30
48,1544,EX40
48,1470,EX90
48,284,S40
48,436,S60
48,1157,S60 Cross Country
48,47,S70
48,371,S80
48,181,S90
48,285,V40
48,1050,V40 Cross Country
48,286,V50
48,977,V60
48,1156,V60 Cross Country
48,48,V70
48,49,V70 Classic
48,300,V70 XC
48,182,V90
48,1204,V90 Cross Country
48,1233,XC40
48,900,XC60
48,301,XC70
48,486,XC90
1426,1562,Dream
1426,1561,Free
1435,1593,G6
1435,1595,G9
1435,1594,P7
1421,1522,3
1418,1475,D2S
